lotsizesquarefeet,propertyzip,buildingareasqft,propertycountylandusedescription,yearbuilt,yearremodeled,totalbedrooms,salespriceamount,holc_grade,TotalPopCT,TotalWhiteCT,TractNonWhite,Census_Tract_num,redlined,TotalCalculatedBathCount,BuildingConditionStndCode,Renovated,Single_family,Townhome,Condo,BC_Excellent,BC_Good,BC_Average,BC_Fair,BC_Poor,BC_NA,holc_grade_A,holc_grade_B,holc_grade_C,holc_grade_D,holc_grade_NA,Home_Age
1715,98136,1720,TOWNHOUSE PLAT,2004,NA,3,398000,B,7790,6543,16.007702,106,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10
1200,98106,1830,TOWNHOUSE PLAT,2013,NA,3,317500,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1245,98106,1420,TOWNHOUSE PLAT,2008,NA,2,305000,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6
1759,98126,1710,TOWNHOUSE PLAT,2014,NA,3,308000,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1368,98106,1630,TOWNHOUSE PLAT,2009,NA,2,295000,C,3506,1664,52.538509,107.01,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5
4940,98126,620,SINGLE FAMILY(RES USE/ZONE),1928,NA,1,379950,D,3506,1664,52.538509,107.01,1,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,86
6125,98126,1090,SINGLE FAMILY(RES USE/ZONE),1945,NA,3,392000,D,3506,1664,52.538509,107.01,1,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,69
6250,98126,1500,SINGLE FAMILY(RES USE/ZONE),1945,NA,3,273000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,69
2450,98126,1800,SINGLE FAMILY(RES USE/ZONE),2006,NA,3,367000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8
1824,98106,1550,TOWNHOUSE PLAT,2007,NA,2,348500,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
4800,98106,700,SINGLE FAMILY(RES USE/ZONE),1936,NA,1,243000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,78
5200,98126,1310,SINGLE FAMILY(RES USE/ZONE),1945,NA,4,200000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,69
2413,98106,1670,TOWNHOUSE PLAT,2013,NA,3,319990,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1826,98106,1550,TOWNHOUSE PLAT,2008,NA,2,327500,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6
5200,98126,710,SINGLE FAMILY(RES USE/ZONE),1942,NA,2,320000,D,3506,1664,52.538509,107.01,1,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,72
1790,98106,1470,TOWNHOUSE PLAT,2006,NA,3,260000,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8
6396,98126,1580,SINGLE FAMILY(RES USE/ZONE),1945,NA,4,359000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,69
1505,98106,1580,TOWNHOUSE PLAT,2006,NA,3,278000,C,3506,1664,52.538509,107.01,0,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,8
16934,98106,2680,SINGLE FAMILY(RES USE/ZONE),1958,NA,4,445000,D,3506,1664,52.538509,107.01,1,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,56
2079,98106,1550,TOWNHOUSE PLAT,2008,NA,2,257236,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6
6820,98126,1480,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,389000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,61
5000,98106,1880,SINGLE FAMILY(RES USE/ZONE),1997,NA,5,310000,C,3506,1664,52.538509,107.01,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,17
2136,98126,1710,TOWNHOUSE PLAT,2014,NA,3,334990,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1683,98106,1320,SINGLE FAMILY(RES USE/ZONE),2004,NA,3,369000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10
4800,98106,1320,SINGLE FAMILY(RES USE/ZONE),1930,NA,2,399700,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,84
1118,98126,1380,TOWNHOUSE PLAT,2014,NA,2,300000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2532,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,382500,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4030,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,302990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2532,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,314990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3741,98106,1830,TOWNHOUSE PLAT,2014,NA,3,383990,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4400,98106,1400,SINGLE FAMILY(RES USE/ZONE),1930,2014,2,399950,D,3506,1664,52.538509,107.01,1,NA,GD,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,84
2629,NA,1580,SINGLE FAMILY(RES USE/ZONE),2011,NA,3,359000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
1942,98126,1710,TOWNHOUSE PLAT,2014,NA,3,324990,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2656,NA,1590,TOWNHOUSE PLAT,2009,NA,2,305000,C,3506,1664,52.538509,107.01,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5
1743,98126,1710,TOWNHOUSE PLAT,2014,NA,3,300000,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3600,98106,3240,SINGLE FAMILY(RES USE/ZONE),2007,NA,5,435000,C,3506,1664,52.538509,107.01,0,4.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,7
1942,98126,1710,TOWNHOUSE PLAT,2014,NA,3,314990,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6400,98106,850,SINGLE FAMILY(RES USE/ZONE),1927,NA,2,200000,C,3506,1664,52.538509,107.01,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,87
3257,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,394990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1245,98106,1420,TOWNHOUSE PLAT,2008,NA,2,298300,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6
5000,98106,1320,SINGLE FAMILY(RES USE/ZONE),1928,NA,4,170000,C,3506,1664,52.538509,107.01,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,86
5000,98106,1140,SINGLE FAMILY(RES USE/ZONE),1960,NA,3,276000,C,3506,1664,52.538509,107.01,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,54
2766,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,443990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8026,98106,820,SINGLE FAMILY(RES USE/ZONE),1952,NA,2,357500,C,3506,1664,52.538509,107.01,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,62
3075,98126,1580,SINGLE FAMILY(RES USE/ZONE),2013,NA,3,379000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5940,98106,1280,SINGLE FAMILY(RES USE/ZONE),1972,NA,4,237500,C,3506,1664,52.538509,107.01,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,42
2057,98126,1710,TOWNHOUSE PLAT,2014,NA,3,422990,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
7260,98126,800,SINGLE FAMILY(RES USE/ZONE),1953,NA,2,325000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,61
1132,98126,1380,TOWNHOUSE PLAT,2014,NA,2,279990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
8625,98106,1160,SINGLE FAMILY(RES USE/ZONE),1941,NA,2,312000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,73
2766,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,442990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5873,98126,2540,SINGLE FAMILY(RES USE/ZONE),2013,NA,3,649950,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2766,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,395000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6125,98126,1200,SINGLE FAMILY(RES USE/ZONE),1945,NA,5,399950,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,69
6150,98126,1660,SINGLE FAMILY(RES USE/ZONE),1945,NA,4,452000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,69
8942,98106,2800,SINGLE FAMILY(RES USE/ZONE),1936,2013,4,625000,D,3506,1664,52.538509,107.01,1,NA,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,78
1245,98106,1420,TOWNHOUSE PLAT,2008,NA,2,299750,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6
1827,98106,1420,TOWNHOUSE PLAT,2007,NA,2,305000,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
5750,98126,970,SINGLE FAMILY(RES USE/ZONE),1932,NA,2,345000,D,3506,1664,52.538509,107.01,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,82
5000,98106,1880,SINGLE FAMILY(RES USE/ZONE),1997,NA,5,295783,C,3506,1664,52.538509,107.01,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,17
3257,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,430000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1600,98106,1420,TOWNHOUSE PLAT,2010,NA,2,310000,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4
2766,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,3999900,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6765,98106,1600,SINGLE FAMILY(RES USE/ZONE),1947,NA,4,329000,D,3506,1664,52.538509,107.01,1,2.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,67
2509,98106,1270,SINGLE FAMILY(RES USE/ZONE),2004,NA,3,343000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10
1180,98126,1380,TOWNHOUSE PLAT,2014,NA,2,294990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1189,98126,1380,TOWNHOUSE PLAT,2014,NA,2,379990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1180,98126,1380,TOWNHOUSE PLAT,2014,NA,2,420000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2689,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,429700,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2766,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,439990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5750,98106,1460,SINGLE FAMILY(RES USE/ZONE),1980,NA,3,234500,C,3506,1664,52.538509,107.01,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,34
1607,98106,1460,TOWNHOUSE PLAT,2007,NA,2,309950,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
3166,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,425990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4400,98106,980,SINGLE FAMILY(RES USE/ZONE),1930,NA,3,202000,D,3506,1664,52.538509,107.01,1,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,84
1132,98126,1380,TOWNHOUSE PLAT,2014,NA,2,274990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2689,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,399990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1759,98126,1710,TOWNHOUSE PLAT,2014,NA,3,350896,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2541,98126,1710,TOWNHOUSE PLAT,2014,NA,3,389990,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2931,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,433011,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2526,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,359800,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1562,98106,1840,TOWNHOUSE PLAT,2004,NA,4,275000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10
6375,98126,1730,SINGLE FAMILY(RES USE/ZONE),1945,NA,2,396675,D,3506,1664,52.538509,107.01,1,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,69
1270,98126,1380,TOWNHOUSE PLAT,2014,NA,2,379990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1118,98126,1380,TOWNHOUSE PLAT,2014,NA,2,274990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1113,98126,1380,TOWNHOUSE PLAT,2014,NA,2,294990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2766,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,425000,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
NA,98106,982,CONDOMINIUM-TOWNHOUSE,1999,1999,2,171500,D,3506,1664,52.538509,107.01,1,1.5,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,15
1925,98126,1710,TOWNHOUSE PLAT,2014,NA,3,417990,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2689,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,392500,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2689,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,416180,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1132,98126,1380,TOWNHOUSE PLAT,2014,NA,2,279990,D,3506,1664,52.538509,107.01,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2288,98106,1960,TOWNHOUSE PLAT,2014,NA,3,380990,D,3506,1664,52.538509,107.01,1,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3351,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,429660,D,3506,1664,52.538509,107.01,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1708,98126,1710,TOWNHOUSE PLAT,2014,NA,3,324990,D,3506,1664,52.538509,107.01,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2031,98126,1570,TOWNHOUSE PLAT,2006,NA,2,349950,D,4050,1492,63.160492,107.02,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8
2171,98126,1710,TOWNHOUSE PLAT,2014,NA,3,358990,D,4050,1492,63.160492,107.02,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4400,98126,2180,SINGLE FAMILY(RES USE/ZONE),1950,NA,4,400000,B,4050,1492,63.160492,107.02,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,64
2519,98126,1570,TOWNHOUSE PLAT,2006,NA,3,347900,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8
1073,98126,1380,TOWNHOUSE PLAT,2011,NA,2,285000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
1730,98126,1140,TOWNHOUSE PLAT,2007,NA,2,235000,D,4050,1492,63.160492,107.02,1,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
5750,98126,1060,SINGLE FAMILY(RES USE/ZONE),1981,NA,3,208000,D,4050,1492,63.160492,107.02,1,1.5,FR,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,33
3598,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,309990,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1380,98126,1380,TOWNHOUSE PLAT,2011,NA,2,284000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3
3598,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,425000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4840,98126,1360,SINGLE FAMILY(RES USE/ZONE),1936,NA,4,382000,B,4050,1492,63.160492,107.02,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,78
2532,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,424990,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4084,98126,2150,SINGLE FAMILY(RES USE/ZONE),2007,NA,3,465000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,7
2924,98126,2120,SINGLE FAMILY(RES USE/ZONE),1929,NA,2,327000,D,4050,1492,63.160492,107.02,1,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,85
5750,98126,1060,SINGLE FAMILY(RES USE/ZONE),1981,NA,3,354000,D,4050,1492,63.160492,107.02,1,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,33
4840,98126,760,SINGLE FAMILY(RES USE/ZONE),1918,NA,2,200000,B,4050,1492,63.160492,107.02,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,96
2722,98126,1600,SINGLE FAMILY(RES USE/ZONE),2006,NA,2,433200,D,4050,1492,63.160492,107.02,1,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8
2471,98126,1750,TOWNHOUSE PLAT,2006,NA,3,366000,D,4050,1492,63.160492,107.02,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8
1977,98126,1780,TOWNHOUSE PLAT,2007,NA,3,295000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
NA,NA,964,CONDOMINIUM-TOWNHOUSE,2007,2007,2,280000,D,4050,1492,63.160492,107.02,1,NA,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
4840,98126,770,SINGLE FAMILY(RES USE/ZONE),1927,NA,2,275000,B,4050,1492,63.160492,107.02,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,87
2790,98126,1800,SINGLE FAMILY(RES USE/ZONE),2011,NA,3,346000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
4840,98126,2510,SINGLE FAMILY(RES USE/ZONE),2013,NA,5,400000,D,4050,1492,63.160492,107.02,1,3,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1157,98126,1010,TOWNHOUSE PLAT,2007,NA,1,200000,D,4050,1492,63.160492,107.02,1,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
NA,NA,1681,CONDOMINIUM-TOWNHOUSE,2007,2007,3,265000,D,4050,1492,63.160492,107.02,1,2.5,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
5750,98126,1250,SINGLE FAMILY(RES USE/ZONE),1978,NA,3,316500,D,4050,1492,63.160492,107.02,1,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,36
1872,98126,2060,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,522450,D,4050,1492,63.160492,107.02,1,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
173136,98126,1681,CONDOMINIUM; RESIDENTIAL,2007,2007,3,328000,D,4050,1492,63.160492,107.02,1,2.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7
4836,98126,3010,SINGLE FAMILY(RES USE/ZONE),2013,NA,5,399950,D,4050,1492,63.160492,107.02,1,3,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2048,98126,1570,TOWNHOUSE PLAT,2006,NA,3,346500,D,4050,1492,63.160492,107.02,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8
2039,98126,1570,TOWNHOUSE PLAT,2006,NA,2,346000,D,4050,1492,63.160492,107.02,1,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8
2765,98126,1580,SINGLE FAMILY(RES USE/ZONE),2011,NA,3,349900,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
2700,98126,1800,SINGLE FAMILY(RES USE/ZONE),2011,NA,3,362500,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
2545,98126,1580,SINGLE FAMILY(RES USE/ZONE),2012,NA,3,363000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
1663,NA,1480,TOWNHOUSE PLAT,2012,NA,3,341000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
1754,98126,1780,TOWNHOUSE PLAT,2007,NA,3,365000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
2700,98126,1800,SINGLE FAMILY(RES USE/ZONE),2011,NA,3,365000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
1357,98126,1820,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,469950,B,4050,1492,63.160492,107.02,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1456,98126,1170,TOWNHOUSE PLAT,2007,NA,1,235000,D,4050,1492,63.160492,107.02,1,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
1457,98126,950,TOWNHOUSE PLAT,2008,NA,2,240000,D,4050,1492,63.160492,107.02,1,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6
6250,98126,1170,SINGLE FAMILY(RES USE/ZONE),1965,NA,3,370000,D,4050,1492,63.160492,107.02,1,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,49
3598,98126,1900,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,405466,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1918,98126,1780,TOWNHOUSE PLAT,2007,NA,3,300000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
5750,98126,1640,SINGLE FAMILY(RES USE/ZONE),1981,NA,4,325000,D,4050,1492,63.160492,107.02,1,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33
889,98126,1380,TOWNHOUSE PLAT,2012,NA,2,294000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
NA,NA,964,CONDOMINIUM-TOWNHOUSE,2007,2007,2,210000,D,4050,1492,63.160492,107.02,1,NA,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
173136,98126,1275,CONDOMINIUM; RESIDENTIAL,2007,2007,2,222000,D,4050,1492,63.160492,107.02,1,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7
2380,98126,1800,SINGLE FAMILY(RES USE/ZONE),2011,NA,3,361000,D,4050,1492,63.160492,107.02,1,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3
1204,98126,1020,TOWNHOUSE PLAT,2004,NA,3,238000,B,4050,1492,63.160492,107.02,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,10
2958,98126,1400,TOWNHOUSE PLAT,2007,NA,2,372500,D,4050,1492,63.160492,107.02,1,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7
