lotsizesquarefeet,propertyzip,buildingareasqft,propertycountylandusedescription,yearbuilt,yearremodeled,totalbedrooms,salespriceamount,holc_grade,TotalPopCT,TotalWhiteCT,TractNonWhite,Census_Tract_num,redlined,TotalCalculatedBathCount,BuildingConditionStndCode,Renovated,Single_family,Townhome,Condo,BC_Excellent,BC_Good,BC_Average,BC_Fair,BC_Poor,BC_NA,holc_grade_A,holc_grade_B,holc_grade_C,holc_grade_D,holc_grade_NA,Home_Age
25870,98125,2940,SINGLE FAMILY(RES USE/ZONE),1947,NA,5,74999000,,6377,3962,37.870472,1,0,3,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,67
NA,98125,881,CONDOMINIUM-FLAT,1986,1986,2,179000,,6377,3962,37.870472,1,0,1.5,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28
9071,98125,1610,SINGLE FAMILY(RES USE/ZONE),1926,NA,4,330000,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,88
7201,98125,1640,SINGLE FAMILY(RES USE/ZONE),1948,NA,3,405000,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,66
8433,98125,2520,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,689950,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
959,NA,1347,TOWNHOUSE PLAT,2010,NA,3,101796,,6377,3962,37.870472,1,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4
NA,98125,1026,CONDOMINIUM-FLAT,1980,1980,2,115800,,6377,3962,37.870472,1,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,34
10261,98125,3170,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,800000,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18600,98125,1198,CONDOMINIUM; RESIDENTIAL,1969,1984,3,266000,,6377,3962,37.870472,1,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,45
NA,98125,877,CONDOMINIUM-FLAT,1986,1986,2,140000,,6377,3962,37.870472,1,0,1.5,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28
8100,98125,1240,SINGLE FAMILY(RES USE/ZONE),1925,NA,2,436000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,89
8147,98125,1170,SINGLE FAMILY(RES USE/ZONE),1959,NA,4,350000,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,55
7945,98125,1410,SINGLE FAMILY(RES USE/ZONE),1946,NA,4,395000,,6377,3962,37.870472,1,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,68
5001,98125,2610,SINGLE FAMILY(RES USE/ZONE),2014,NA,3,355000,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7654,98125,1250,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,275000,,6377,3962,37.870472,1,0,NA,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,62
1865,98125,2100,TOWNHOUSE PLAT,2013,NA,4,394000,,6377,3962,37.870472,1,0,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
6450,98125,1370,SINGLE FAMILY(RES USE/ZONE),1948,NA,3,357000,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,66
9886,98125,1670,SINGLE FAMILY(RES USE/ZONE),1947,NA,3,456000,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
22814,98125,1820,SINGLE FAMILY(RES USE/ZONE),1920,NA,4,229000,,6377,3962,37.870472,1,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,94
24502,98125,820,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,705000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65
1650,98125,1430,TOWNHOUSE PLAT,1999,NA,2,297000,,6377,3962,37.870472,1,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
30062,98125,3080,SINGLE FAMILY(RES USE/ZONE),1971,NA,4,765000,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,43
7200,98125,2280,SINGLE FAMILY(RES USE/ZONE),1959,NA,4,350000,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,55
8162,98125,1370,SINGLE FAMILY(RES USE/ZONE),1949,NA,3,350000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65
7772,98125,2620,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,694950,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1355,98125,1430,TOWNHOUSE PLAT,2013,NA,3,307000,,6377,3962,37.870472,1,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
1112,98125,1290,TOWNHOUSE PLAT,2008,NA,3,305000,,6377,3962,37.870472,1,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
1650,98125,1430,TOWNHOUSE PLAT,1999,NA,NA,288000,,6377,3962,37.870472,1,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15
7200,98125,920,SINGLE FAMILY(RES USE/ZONE),1953,NA,2,270000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61
9377,98125,2450,SINGLE FAMILY(RES USE/ZONE),1962,NA,3,687500,,6377,3962,37.870472,1,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,52
9680,98125,2050,SINGLE FAMILY(RES USE/ZONE),1949,1978,3,657000,,6377,3962,37.870472,1,0,1.5,GD,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,65
10000,98125,2680,SINGLE FAMILY(RES USE/ZONE),1942,2014,4,520000,,6377,3962,37.870472,1,0,NA,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72
10547,98125,3160,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,875000,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1312,98125,1388,TOWNHOUSE PLAT,2006,NA,3,226000,,6377,3962,37.870472,1,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8
9603,98125,3760,SINGLE FAMILY(RES USE/ZONE),2014,NA,4,1250000,,6377,3962,37.870472,1,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37200,98125,3160,SINGLE FAMILY(RES USE/ZONE),1939,NA,4,942000,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,75
6900,98125,2790,SINGLE FAMILY(RES USE/ZONE),1955,NA,3,560000,,6377,3962,37.870472,1,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,59
9612,98125,2080,SINGLE FAMILY(RES USE/ZONE),1940,NA,3,689000,,6377,3962,37.870472,1,0,2.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
12868,98125,3120,SINGLE FAMILY(RES USE/ZONE),1966,NA,4,542500,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,48
17833,98125,2490,SINGLE FAMILY(RES USE/ZONE),1979,NA,4,740000,,6377,3962,37.870472,1,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,35
9648,98125,4500,SINGLE FAMILY(RES USE/ZONE),1968,NA,7,860000,,6377,3962,37.870472,1,0,2,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,46
NA,98125,589,CONDOMINIUM-FLAT,1986,1986,1,128500,,6377,3962,37.870472,1,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28
6171,98125,880,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,378500,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,65
7464,98125,847,CONDOMINIUM; RESIDENTIAL,1995,1995,2,130000,,6377,3962,37.870472,1,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,19
8102,98125,860,SINGLE FAMILY(RES USE/ZONE),1940,NA,2,420000,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
4500,98125,620,SINGLE FAMILY(RES USE/ZONE),1928,NA,2,300000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,86
2040,98125,1320,TOWNHOUSE PLAT,1997,NA,2,296000,,6377,3962,37.870472,1,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,17
8127,98125,2070,SINGLE FAMILY(RES USE/ZONE),1924,2003,4,600000,,6377,3962,37.870472,1,0,2.5,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,90
NA,98125,588,CONDOMINIUM-FLAT,1986,1986,1,103000,,6377,3962,37.870472,1,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28
9600,98125,2570,SINGLE FAMILY(RES USE/ZONE),1956,NA,5,710000,,6377,3962,37.870472,1,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,58
15857,98125,881,CONDOMINIUM; RESIDENTIAL,1986,2002,2,206906,,6377,3962,37.870472,1,0,1.5,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28
6039,98125,1160,SINGLE FAMILY(RES USE/ZONE),2008,NA,1,1050000,,6377,3962,37.870472,1,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6
9648,98125,4500,SINGLE FAMILY(RES USE/ZONE),1968,NA,7,875000,,6377,3962,37.870472,1,0,2,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,46
1292,98125,1347,TOWNHOUSE PLAT,2010,NA,3,321000,,6377,3962,37.870472,1,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4
6240,98125,800,SINGLE FAMILY(RES USE/ZONE),1954,NA,2,285000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,60
1283,98125,1270,TOWNHOUSE PLAT,2007,NA,3,292000,,6377,3962,37.870472,1,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
8146,98125,1630,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,415000,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,62
6100,98125,1060,SINGLE FAMILY(RES USE/ZONE),1951,NA,2,228000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63
7200,98125,920,SINGLE FAMILY(RES USE/ZONE),1953,NA,2,285000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61
8110,98125,1540,SINGLE FAMILY(RES USE/ZONE),1959,NA,3,325500,,6377,3962,37.870472,1,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,55
10082,98125,1570,SINGLE FAMILY(RES USE/ZONE),1942,NA,5,225000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,72
9492,98125,4420,SINGLE FAMILY(RES USE/ZONE),1962,2005,4,925000,,6377,3962,37.870472,1,0,3.5,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,52
NA,98125,511,CONDOMINIUM-FLAT,1979,1979,1,89251,,6377,3962,37.870472,1,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,35
1020,98125,1420,TOWNHOUSE PLAT,2013,NA,3,299950,,6377,3962,37.870472,1,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
8137,98125,1430,SINGLE FAMILY(RES USE/ZONE),1934,NA,2,403250,,6377,3962,37.870472,1,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,80
1373,98125,1430,TOWNHOUSE PLAT,2013,NA,3,302000,,6377,3962,37.870472,1,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
972,98125,1362,TOWNHOUSE PLAT,2006,NA,3,235000,,6377,3962,37.870472,1,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8
8116,98125,2190,SINGLE FAMILY(RES USE/ZONE),1947,NA,4,325000,,6377,3962,37.870472,1,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,67
15857,98125,771,CONDOMINIUM; RESIDENTIAL,1986,2002,0,112000,,6377,3962,37.870472,1,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,28
1722,98125,1480,TOWNHOUSE PLAT,2007,NA,3,319000,,6377,3962,37.870472,1,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
7453,98125,940,SINGLE FAMILY(RES USE/ZONE),1967,NA,3,250000,,6377,3962,37.870472,1,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,47
8555,98125,2020,SINGLE FAMILY(RES USE/ZONE),1957,NA,3,458000,,6377,3962,37.870472,1,0,2,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,57
9223,98125,990,SINGLE FAMILY(RES USE/ZONE),1949,NA,2,365000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,65
7617,98125,910,SINGLE FAMILY(RES USE/ZONE),1936,NA,2,235000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,78
8840,98125,1240,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,294950,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62
278744,98125,1437,CONDOMINIUM; RESIDENTIAL,1970,1984,2,11401,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
NA,98125,1390,CONDOMINIUM-FLAT,1975,1975,3,196000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
7255,98125,1350,SINGLE FAMILY(RES USE/ZONE),1959,NA,4,400000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,55
NA,98125,613,CONDOMINIUM-FLAT,1988,1988,1,135000,,7819,4878,37.613506,2,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26
NA,98125,564,CONDOMINIUM-FLAT,1988,1988,1,136900,,7819,4878,37.613506,2,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26
218742,98125,1547,CONDOMINIUM; RESIDENTIAL,1975,1975,2,265000,,7819,4878,37.613506,2,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
10080,98125,1770,SINGLE FAMILY(RES USE/ZONE),1968,NA,3,495000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,46
2017,NA,1571,TOWNHOUSE PLAT,2008,NA,3,366750,,7819,4878,37.613506,2,0,NA,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
7884,98125,1560,SINGLE FAMILY(RES USE/ZONE),1969,NA,3,368000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,45
6000,98125,1890,SINGLE FAMILY(RES USE/ZONE),1947,NA,4,430000,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,67
8100,98125,2240,SINGLE FAMILY(RES USE/ZONE),1989,NA,3,425000,,7819,4878,37.613506,2,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,25
7877,98125,2340,SINGLE FAMILY(RES USE/ZONE),2004,NA,4,597000,,7819,4878,37.613506,2,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,10
NA,98125,1540,CONDOMINIUM-TOWNHOUSE,1998,1998,2,100805,,7819,4878,37.613506,2,0,2.5,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,16
8004,98125,1830,SINGLE FAMILY(RES USE/ZONE),1960,NA,3,403500,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,54
10052,98125,1470,SINGLE FAMILY(RES USE/ZONE),1956,NA,3,480000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,58
7875,98125,1160,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,285000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61
9417,98125,1330,SINGLE FAMILY(RES USE/ZONE),1936,NA,3,375000,,7819,4878,37.613506,2,0,1.5,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,78
7800,98125,1630,SINGLE FAMILY(RES USE/ZONE),1950,NA,3,242000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,64
NA,98125,1645,CONDOMINIUM-TOWNHOUSE,1975,1975,2,229000,,7819,4878,37.613506,2,0,2,AV,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,39
4283,98125,1300,SINGLE FAMILY(RES USE/ZONE),1976,NA,3,374550,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,38
6417,98125,1720,SINGLE FAMILY(RES USE/ZONE),1953,NA,4,360000,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,61
3488,98125,2490,SINGLE FAMILY(RES USE/ZONE),2013,NA,3,609950,,7819,4878,37.613506,2,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NA,98125,1415,CONDOMINIUM-FLAT,1970,1970,2,206000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
12622,98125,1090,SINGLE FAMILY(RES USE/ZONE),1935,NA,2,225000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,79
1778,98125,1760,TOWNHOUSE PLAT,2008,NA,3,469950,,7819,4878,37.613506,2,0,3,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6
278744,98125,1091,CONDOMINIUM; RESIDENTIAL,1970,1984,1,179150,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
94865,98125,1150,CONDOMINIUM; RESIDENTIAL,1975,1990,2,182000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
218742,98125,1684,CONDOMINIUM; RESIDENTIAL,1975,1975,2,191000,,7819,4878,37.613506,2,0,2,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
8200,98125,1940,SINGLE FAMILY(RES USE/ZONE),1970,NA,4,392000,,7819,4878,37.613506,2,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,44
7239,98125,2150,SINGLE FAMILY(RES USE/ZONE),1976,NA,3,461500,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,38
5965,98125,1410,SINGLE FAMILY(RES USE/ZONE),1928,NA,3,114500,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,86
7887,98125,1190,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,390000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,61
7288,98125,1040,SINGLE FAMILY(RES USE/ZONE),1959,NA,3,324950,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,55
17135,98125,1182,CONDOMINIUM; RESIDENTIAL,1979,1979,2,180000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,35
278744,98125,1415,CONDOMINIUM; RESIDENTIAL,1970,1984,2,180000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
8036,98125,2950,SINGLE FAMILY(RES USE/ZONE),1963,NA,3,386500,,7819,4878,37.613506,2,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,51
8840,98125,1240,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,157000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62
9920,98125,1890,SINGLE FAMILY(RES USE/ZONE),1944,NA,3,385000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,70
9500,98125,1690,SINGLE FAMILY(RES USE/ZONE),1977,NA,4,243264,,7819,4878,37.613506,2,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,37
NA,98125,1150,CONDOMINIUM-FLAT,1975,1975,2,130000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
7085,98125,1590,SINGLE FAMILY(RES USE/ZONE),1944,NA,4,365000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,70
NA,98125,1128,CONDOMINIUM-FLAT,1975,1975,1,205000,,7819,4878,37.613506,2,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
6337,98125,1500,SINGLE FAMILY(RES USE/ZONE),1953,NA,3,270000,,7819,4878,37.613506,2,0,1.5,EX,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,61
8874,98125,940,SINGLE FAMILY(RES USE/ZONE),1951,NA,3,360000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,63
6840,98125,1780,SINGLE FAMILY(RES USE/ZONE),1947,NA,3,320000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,67
8401,98125,3000,SINGLE FAMILY(RES USE/ZONE),1979,NA,6,527000,,7819,4878,37.613506,2,0,3,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,35
1777,98125,1720,TOWNHOUSE PLAT,2005,NA,4,356000,,7819,4878,37.613506,2,0,2.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,9
11400,98125,1150,SINGLE FAMILY(RES USE/ZONE),1953,NA,2,276000,,7819,4878,37.613506,2,0,NA,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,61
1990,98125,1490,TOWNHOUSE PLAT,1992,NA,3,276700,,7819,4878,37.613506,2,0,1.5,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,22
8865,98125,1430,SINGLE FAMILY(RES USE/ZONE),1950,NA,3,330000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,64
6840,98125,2500,SINGLE FAMILY(RES USE/ZONE),1957,NA,3,425000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,57
8843,98125,1490,SINGLE FAMILY(RES USE/ZONE),1967,NA,3,380000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,47
4610,98125,2490,SINGLE FAMILY(RES USE/ZONE),2013,NA,4,605000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
7500,98125,2270,SINGLE FAMILY(RES USE/ZONE),1974,NA,3,472500,,7819,4878,37.613506,2,0,2.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,40
10202,98125,1940,SINGLE FAMILY(RES USE/ZONE),1940,NA,5,540000,,7819,4878,37.613506,2,0,1.5,GD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,74
NA,98125,1091,CONDOMINIUM-FLAT,1970,1970,1,170300,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
NA,98125,1128,CONDOMINIUM-FLAT,1975,1975,1,189900,,7819,4878,37.613506,2,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
NA,98125,1568,CONDOMINIUM-FLAT,1973,1973,2,185000,,7819,4878,37.613506,2,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,41
9133,98125,1200,SINGLE FAMILY(RES USE/ZONE),1952,NA,3,353000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62
13806,98125,1370,SINGLE FAMILY(RES USE/ZONE),1926,1955,3,377500,,7819,4878,37.613506,2,0,NA,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,88
7199,98125,2000,SINGLE FAMILY(RES USE/ZONE),1957,NA,3,487000,,7819,4878,37.613506,2,0,NA,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,57
94865,98125,1150,CONDOMINIUM; RESIDENTIAL,1975,1990,2,16600,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
7986,98125,1920,SINGLE FAMILY(RES USE/ZONE),1952,NA,4,440000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,62
NA,98125,1150,CONDOMINIUM-FLAT,1975,1975,2,172000,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
NA,98125,1518,CONDOMINIUM-FLAT,1975,1975,2,240000,,7819,4878,37.613506,2,0,1.5,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,39
1694,98125,1352,TOWNHOUSE PLAT,2007,NA,3,325000,,7819,4878,37.613506,2,0,2,AV,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7
NA,98125,564,CONDOMINIUM-FLAT,1988,1988,1,104398,,7819,4878,37.613506,2,0,NA,GD,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26
7707,98125,2090,SINGLE FAMILY(RES USE/ZONE),1951,NA,4,410000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,63
278744,98125,1415,CONDOMINIUM; RESIDENTIAL,1970,1984,2,211389,,7819,4878,37.613506,2,0,NA,AV,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44
10032,98125,3260,SINGLE FAMILY(RES USE/ZONE),1978,NA,4,538000,,7819,4878,37.613506,2,0,2,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,36
12518,98125,2030,SINGLE FAMILY(RES USE/ZONE),1950,NA,4,380000,,7819,4878,37.613506,2,0,1.5,AV,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,64
7085,98125,2240,SINGLE FAMILY(RES USE/ZONE),1944,1992,4,395000,,7819,4878,37.613506,2,0,NA,AV,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,70
